stop_id,parent_station,stop_name,route_type,name,geometry,lat,lon
000008000011,000008000011,Ascheberg(Holst),-714,Railway Replacement Bus Service,"c(10.339487407057, 54.148461395168)",54.148461395168,10.339487407057
000008000152,000008000152,Hannover Hbf,2,Rail,"c(9.741015272022, 52.376758921502)",52.376758921502,9.741015272022
000008000334,000008000334,Jübek,-714,Railway Replacement Bus Service,"c(9.405444968719, 54.558780775121)",54.558780775121,9.405444968719
000008000334,000008000334,Jübek,2,Rail,"c(9.405444968719, 54.558780775121)",54.558780775121,9.405444968719
000008000464,000008000464,Albersdorf,-714,Railway Replacement Bus Service,"c(9.292147621199, 54.146318587536)",54.146318587536,9.292147621199
000008000749,000008000749,Bad Schwartau,-714,Railway Replacement Bus Service,"c(10.702724339865, 53.916275656033)",53.916275656033,10.702724339865
000008000860,000008000860,Beldorf,-714,Railway Replacement Bus Service,"c(9.356210030725, 54.12526653753)",54.12526653753,9.356210030725
000008000905,000008000905,Beringstedt,-714,Railway Replacement Bus Service,"c(9.537496750853, 54.113667740638)",54.113667740638,9.537496750853
000008001092,000008001092,Bordesholm,-714,Railway Replacement Bus Service,"c(10.043710661932, 54.174372826993)",54.174372826993,10.043710661932
000008001092,000008001092,Bordesholm,2,Rail,"c(10.043710661932, 54.174372826993)",54.174372826993,10.043710661932
000008001139,000008001139,Bredstedt,-714,Railway Replacement Bus Service,"c(8.970338564211, 54.621165998478)",54.621165998478,8.970338564211
000008001139,000008001139,Bredstedt,2,Rail,"c(8.970338564211, 54.621165998478)",54.621165998478,8.970338564211
000008001273,000008001273,Burg(Dithm),2,Rail,"c(9.250085350763, 54.007966397877)",54.007966397877,9.250085350763
000008001502,000008001502,Dorfmark,2,Rail,"c(9.771302523621, 52.899135804538)",52.899135804538,9.771302523621
000008001654,000008001654,Eckernförde,-714,Railway Replacement Bus Service,"c(9.835111309084, 54.467599575448)",54.467599575448,9.835111309084
000008001718,000008001718,Einfeld,-714,Railway Replacement Bus Service,"c(9.997924239137, 54.129371321931)",54.129371321931,9.997924239137
000008001718,000008001718,Einfeld,2,Rail,"c(9.997924239137, 54.129371321931)",54.129371321931,9.997924239137
000008001941,000008001941,Eutin,-714,Railway Replacement Bus Service,"c(10.610117556659, 54.135341614837)",54.135341614837,10.610117556659
000008001958,000008001958,Bad Fallingbostel,2,Rail,"c(9.700234539904, 52.862921668828)",52.862921668828,9.700234539904
000008001977,000008001977,Felde,-714,Railway Replacement Bus Service,"c(9.947022225, 54.309847889251)",54.309847889251,9.947022225
000008002007,000008002007,Flensburg(Gr),-714,Railway Replacement Bus Service,"c(9.363241982725, 54.814842050162)",54.814842050162,9.363241982725
000008002011,000008002011,Flintbek,-714,Railway Replacement Bus Service,"c(10.062909025438, 54.24334955434)",54.24334955434,10.062909025438
000008002011,000008002011,Flintbek,2,Rail,"c(10.062909025438, 54.24334955434)",54.24334955434,10.062909025438
000008002115,000008002115,Friedrichstadt,-714,Railway Replacement Bus Service,"c(9.07926554991, 54.377490341532)",54.377490341532,9.07926554991
000008002115,000008002115,Friedrichstadt,2,Rail,"c(9.07926554991, 54.377490341532)",54.377490341532,9.07926554991
000008002266,000008002266,Gettorf,-714,Railway Replacement Bus Service,"c(9.978684049915, 54.409894717727)",54.409894717727,9.978684049915
000008002319,000008002319,Gokels,-714,Railway Replacement Bus Service,"c(9.470073384045, 54.118756880417)",54.118756880417,9.470073384045
000008002411,000008002411,Großenbrode,2,Rail,"c(11.080785483085, 54.366309226079)",54.366309226079,11.080785483085
000008002496,000008002496,Hademarschen,-714,Railway Replacement Bus Service,"c(9.41447701768, 54.122806702119)",54.122806702119,9.41447701768
000008002504,000008002504,Haffkrug,2,Rail,"c(10.742677653758, 54.054188690433)",54.054188690433,10.742677653758
000008002884,000008002884,Hodenhagen,2,Rail,"c(9.595052914177, 52.766561236203)",52.766561236203,9.595052914177
000008002959,000008002959,Hohenwestedt,-714,Railway Replacement Bus Service,"c(9.654156961314, 54.086585739435)",54.086585739435,9.654156961314
000008003078,000008003078,Aukrug,-714,Railway Replacement Bus Service,"c(9.785805660542, 54.082401135145)",54.082401135145,9.785805660542
000008003222,000008003222,Keitum,2,Rail,"c(8.368966255999, 54.888814500903)",54.888814500903,8.368966255999
000008003303,000008003303,Klanxbüll,2,Rail,"c(8.67645769697, 54.861993627814)",54.861993627814,8.67645769697
000008003544,000008003544,Langenhorn(Schlesw),-714,Railway Replacement Bus Service,"c(8.946413793923, 54.685936859317)",54.685936859317,8.946413793923
000008003544,000008003544,Langenhorn(Schlesw),2,Rail,"c(8.946413793923, 54.685936859317)",54.685936859317,8.946413793923
000008003545,000008003545,Langenhagen Mitte,2,Rail,"c(9.725419838607, 52.440276442474)",52.440276442474,9.725419838607
000008003700,000008003700,Lindwedel,2,Rail,"c(9.689014858008, 52.610945560378)",52.610945560378,9.6890148580080009
000008003776,000008003776,Lübeck-Kücknitz,2,Rail,"c(10.818889420977, 53.924949885511)",53.924949885511,10.818889420977
000008003777,000008003777,Lübeck-Travemünde Hafen,2,Rail,"c(10.865584796995, 53.958756875632)",53.958756875632,10.865584796995
000008003778,000008003778,Lübeck-Travemünde Strand,2,Rail,"c(10.875607550717, 53.964791984627)",53.964791984627,10.875607550717
000008003798,000008003798,Lunden,-714,Railway Replacement Bus Service,"c(9.030739181314, 54.331228177794)",54.331228177794,9.030739181314
000008003798,000008003798,Lunden,2,Rail,"c(9.030739181314, 54.331228177794)",54.331228177794,9.030739181314
000008003829,000008003829,Bad Malente-Gremsmühlen,-714,Railway Replacement Bus Service,"c(10.551505661563, 54.167011586262)",54.167011586262,10.551505661563
000008003954,000008003954,Meldorf,2,Rail,"c(9.08008323669, 54.087774333094)",54.087774333094,9.08008323669
000008003957,000008003957,Mellendorf,2,Rail,"c(9.744506430774, 52.548197041877)",52.548197041877,9.744506430774
000008004093,000008004093,Morsum,2,Rail,"c(8.432470086807, 54.872140236419)",54.872140236419,8.432470086807
000008004456,000008004456,Nordhastedt,-714,Railway Replacement Bus Service,"c(9.183515581811, 54.168383082053)",54.168383082053,9.183515581811
000008004466,000008004466,Nortorf,-714,Railway Replacement Bus Service,"c(9.852582350764, 54.166633554431)",54.166633554431,9.852582350764
000008004466,000008004466,Nortorf,2,Rail,"c(9.852582350764, 54.166633554431)",54.166633554431,9.852582350764
000008004669,000008004669,Oldenburg(Holst),2,Rail,"c(10.882832056158, 54.283822581142)",54.283822581142,10.882832056158
000008004707,000008004707,Osterstedt,-714,Railway Replacement Bus Service,"c(9.575459588847, 54.102216713186)",54.102216713186,9.575459588847
000008004741,000008004741,Owschlag,-714,Railway Replacement Bus Service,"c(9.590512100449, 54.392590967646)",54.392590967646,9.590512100449
000008004741,000008004741,Owschlag,2,Rail,"c(9.590512100449, 54.392590967646)",54.392590967646,9.590512100449
000008004750,000008004750,Pansdorf,-714,Railway Replacement Bus Service,"c(10.703048575948, 53.98103044196)",53.98103044196,10.703048575948
000008004841,000008004841,Plön,-714,Railway Replacement Bus Service,"c(10.422560597064, 54.159475964398)",54.159475964398,10.422560597064
000008004848,000008004848,Pönitz(Holst),-714,Railway Replacement Bus Service,"c(10.671154477632, 54.045652834497)",54.045652834497,10.671154477632
000008004879,000008004879,Preetz,-714,Railway Replacement Bus Service,"c(10.275754855052, 54.233942970233)",54.233942970233,10.275754855052
000008004903,000008004903,Puttgarden,2,Rail,"c(11.226714204701, 54.500369899949)",54.500369899949,11.226714204701
000008004924,000008004924,Raisdorf,-714,Railway Replacement Bus Service,"c(10.243688790926, 54.28093542204)",54.28093542204,10.243688790926
000008005095,000008005095,Rieseby,-714,Railway Replacement Bus Service,"c(9.820486893698, 54.54135859533)",54.54135859533,9.820486893698
000008005321,000008005321,Scharbeutz,2,Rail,"c(10.745757063117, 54.018740876532)",54.018740876532,10.745757063117
000008005362,000008005362,Schleswig,-714,Railway Replacement Bus Service,"c(9.538138422299, 54.49945560648)",54.49945560648,9.538138422299
000008005362,000008005362,Schleswig,2,Rail,"c(9.538138422299, 54.49945560648)",54.49945560648,9.538138422299
000008005457,000008005457,Schwarmstedt,2,Rail,"c(9.624761329872, 52.678880816941)",52.678880816941,9.624761329872
000008005561,000008005561,Sierksdorf,2,Rail,"c(10.76911131874, 54.068520901132)",54.068520901132,10.76911131874
000008005586,000008005586,Sörup,-714,Railway Replacement Bus Service,"c(9.669919173977, 54.716658391825)",54.716658391825,9.669919173977
000008005655,000008005655,St Michaelisdonn,2,Rail,"c(9.118007677084, 53.989616653118)",53.989616653118,9.118007677084
000008005781,000008005781,Suchsdorf,-714,Railway Replacement Bus Service,"c(10.091258122717, 54.349606174372)",54.349606174372,10.091258122717
000008005782,000008005782,Süderbrarup,-714,Railway Replacement Bus Service,"c(9.770909392458, 54.637406431285)",54.637406431285,9.770909392458
000008005825,000008005825,Tarp,-714,Railway Replacement Bus Service,"c(9.398598175334, 54.66481767006)",54.66481767006,9.398598175334
000008005825,000008005825,Tarp,2,Rail,"c(9.398598175334, 54.66481767006)",54.66481767006,9.398598175334
000008005874,000008005874,Timmendorferstrand,2,Rail,"c(10.762267183598, 53.99421169337)",53.99421169337,10.762267183598
000008006193,000008006193,Walsrode,2,Rail,"c(9.600912401834, 52.864859203781)",52.864859203781,9.600912401834
000008006213,000008006213,Wasbek,-714,Railway Replacement Bus Service,"c(9.898013929205, 54.075577709989)",54.075577709989,9.898013929205
000008006460,000008006460,Wilster,2,Rail,"c(9.383448533635, 53.926224239845)",53.926224239845,9.383448533635
000008006704,000008006704,Lübeck-Travem. Skandinavienkai,2,Rail,"c(10.854031737316, 53.950785673446)",53.950785673446,10.854031737316
000008010018,000008010018,Bad Kleinen,2,Rail,"c(11.466921152844, 53.766978062415)",53.766978062415,11.466921152844
000008010051,000008010051,Blankenberg(Meckl),2,Rail,"c(11.715289285396, 53.772309460055)",53.772309460055,11.715289285396
000008010066,000008010066,Bützow,2,Rail,"c(11.998194839502, 53.837117648125)",53.837117648125,11.998194839502
000008010156,000008010156,Hagenow Land,2,Rail,"c(11.215698155898, 53.413579449838)",53.413579449838,11.215698155898
000008010173,000008010173,Holthusen,2,Rail,"c(11.364806106394, 53.555827227864)",53.555827227864,11.364806106394
000008010322,000008010322,Schwaan,2,Rail,"c(12.117897716415, 53.939184400482)",53.939184400482,12.117897716415
000008011230,000008011230,Boizenburg(Elbe),2,Rail,"c(10.754474693047, 53.3780710469)",53.3780710469,10.754474693047
000008011248,000008011248,Brahlstorf,2,Rail,"c(10.951989057932, 53.364425357867)",53.364425357867,10.951989057932
000008012009,000008012009,Kirch-Jesar,2,Rail,"c(11.263317918872, 53.448598695811)",53.448598695811,11.263317918872
000008012677,000008012677,Pritzier,2,Rail,"c(11.083553627776, 53.364967735673)",53.364967735673,11.083553627776
000008012933,000008012933,Schwanheide,2,Rail,"c(10.68998892833, 53.428157294928)",53.428157294928,10.68998892833
000008012940,000008012940,Schwerin Mitte,2,Rail,"c(11.405338204031, 53.62690758224)",53.62690758224,11.405338204031
000008012951,000008012951,Schwerin Süd,2,Rail,"c(11.376632638464, 53.574277135431)",53.574277135431,11.376632638464
000008013370,000008013370,Zachun,2,Rail,"c(11.324504458268, 53.502649728004)",53.502649728004,11.324504458268
000008601899,000008601899,Padborg st,-714,Railway Replacement Bus Service,"c(9.358799024065, 54.824251677306)",54.824251677306,9.358799024065
000008007790,000008007790,Neumünster Stadtwald,-714,Railway Replacement Bus Service,"c(9.962866993584, 54.083431450909)",54.083431450909,9.962866993584
000008003649,000008003649,Lensahn,2,Rail,"c(10.890458450337, 54.219313089168)",54.219313089168,10.890458450337
000008000064,000008000064,Celle,2,Rail,"c(10.062627721384, 52.620960318159)",52.620960318159,10.062627721384
000008013186,000008013186,Ventschow,2,Rail,"c(11.580021893717, 53.787207643301)",53.787207643301,11.580021893717
000008001161,000008001161,Bremen-Oberneuland,2,Rail,"c(8.938516290011, 53.087042259238)",53.087042259238,8.938516290011
000008003474,000008003474,Kiel-Hassee CITTI-PARK,-714,Railway Replacement Bus Service,"c(10.098598228098, 54.31056537976)",54.31056537976,10.098598228098
000008004728,000008004728,Ottersberg(Han),2,Rail,"c(9.133152543871, 53.096848917227)",53.096848917227,9.133152543871
000008005256,000008005256,Sagehorn,2,Rail,"c(9.022392650261, 53.084054356977)",53.084054356977,9.022392650261
000008005613,000008005613,Sottrum,2,Rail,"c(9.250036973506, 53.101242866655)",53.101242866655,9.250036973506
000008001274,000008001274,Fehmarn-Burg,2,Rail,"c(11.18898692471, 54.443586455794)",54.443586455794,11.18898692471
000008602553,000008602553,Tinglev st,-714,Railway Replacement Bus Service,"c(9.258228939138, 54.936167041336)",54.936167041336,9.258228939138
000008071199,000008071199,Kiel Hbf Kaistraße,-714,Railway Replacement Bus Service,"c(10.133155666916, 54.3150881203)",54.3150881203,10.133155666916
000008001872,000008001872,Eschede,2,Rail,"c(10.230138004303, 52.740786851564)",52.740786851564,10.230138004303
000008002403,000008002403,Großburgwedel,2,Rail,"c(9.858537411738, 52.506821929038)",52.506821929038,9.858537411738
000008003091,000008003091,Isernhagen,2,Rail,"c(9.803842006648, 52.486087355268)",52.486087355268,9.803842006648
000008005780,000008005780,Suderburg,2,Rail,"c(10.432793509819, 52.904893186288)",52.904893186288,10.432793509819
000008006001,000008006001,Unterlüß,2,Rail,"c(10.29991254067, 52.834313490279)",52.834313490279,10.29991254067
000008003251,000008003251,Kiel Schulen am Langsee,-714,Railway Replacement Bus Service,"c(10.156968110096, 54.307207214482)",54.307207214482,10.156968110096
000008003786,000008003786,Lübeck-Dänischburg IKEA,2,Rail,"c(10.735574173412, 53.911204394957)",53.911204394957,10.735574173412
000008000416,000008000416,Achterwehr,-714,Railway Replacement Bus Service,"c(9.964026375853, 54.31491499732)",54.31491499732,9.964026375853
000008001136,000008001136,Bredenbek,-714,Railway Replacement Bus Service,"c(9.867007217398, 54.315112730207)",54.315112730207,9.867007217398
000008003253,000008003253,Kiel-Russee,-714,Railway Replacement Bus Service,"c(10.070205391146, 54.310039131745)",54.310039131745,10.070205391146
000008003479,000008003479,Kronshagen,-714,Railway Replacement Bus Service,"c(10.083161107264, 54.331207374548)",54.331207374548,10.083161107264
000008003960,000008003960,Melsdorf,-714,Railway Replacement Bus Service,"c(10.030831950201, 54.312754094841)",54.312754094841,10.030831950201
000008005435,000008005435,Schülldorf,-714,Railway Replacement Bus Service,"c(9.747807725832, 54.298859275449)",54.298859275449,9.747807725832
000008007800,000008007800,Bremervörde,2,Rail,"c(9.140254099733, 53.48295256123)",53.48295256123,9.140254099733
000008007808,000008007808,Hesedorf,2,Rail,"c(9.195053247395, 53.472713217897)",53.472713217897,9.195053247395
000008000051,000008000051,Bremerhaven Hbf,2,Rail,"c(8.599557252481, 53.534911948266)",53.534911948266,8.599557252481
000008001170,000008001170,Bremerhaven-Wulsdorf,2,Rail,"c(8.611938439764, 53.508599382033)",53.508599382033,8.611938439764
000008007804,000008007804,Frelsdorf,2,Rail,"c(8.901289564769, 53.501306995943)",53.501306995943,8.901289564769
000008007805,000008007805,Geestenseth,2,Rail,"c(8.858367223407, 53.506735991822)",53.506735991822,8.858367223407
000008007807,000008007807,Heinschenwalde,2,Rail,"c(8.972918909388, 53.498729641559)",53.498729641559,8.972918909388
000008007810,000008007810,Oerel,2,Rail,"c(9.032468388593, 53.494154572472)",53.494154572472,9.032468388593
000008007811,000008007811,Sellstedt,2,Rail,"c(8.723054265744, 53.5155298464)",53.5155298464,8.723054265744
000008007812,000008007812,Wehdel,2,Rail,"c(8.806554485845, 53.512360197832)",53.512360197832,8.806554485845
000008003259,000008003259,Kiel-Ellerbek,-714,Railway Replacement Bus Service,"c(10.170069862443, 54.314115596934)",54.314115596934,10.170069862443
000008089404,000008089404,Lübeck ZOB/Hbf,-714,Railway Replacement Bus Service,"c(10.670674438257, 53.86610091442)",53.86610091442,10.670674438257
720000043002,720000043002,Ascheb.Rathaus,3,Bus,"c(10.341594539801, 54.150198956985)",54.150198956985,10.341594539801
000000696515,000000696515,Husby West,-714,Railway Replacement Bus Service,"c(9.574599237386, 54.765200199388)",54.765200199388,9.574599237386
000008001739,000008001739,Hamburg Elbgaustraße,-714,Railway Replacement Bus Service,"c(9.893743209978, 53.602572462304)",53.602572462304,9.893743209978
000000100001,000000011001,HBF/Mönckebergstraße,3,Bus,"c(10.004186309474, 53.551575615081)",53.551575615081,10.004186309474
000000100009,000000010002,Hauptbahnhof/ZOB,3,Bus,"c(10.010334892448, 53.551892198819)",53.551892198819,10.010334892448
000000100011,000000010003,U S Berliner Tor (Beim Strohhause),3,Bus,"c(10.023077275439, 53.553455092453)",53.553455092453,10.023077275439
000000100012,000000010005,Borgfelder Straße,3,Bus,"c(10.033640219234, 53.554712023733)",53.554712023733,10.033640219234
000000100018,000000010010,Hübbesweg,3,Bus,"c(10.061355741054, 53.554541011479)",53.554541011479,10.061355741054
000000100021,000000010006,U Burgstraße,3,Bus,"c(10.040615161609, 53.555469175412)",53.555469175412,10.040615161609
000000100034,000000010023,Spaldingstraße,3,Bus,"c(10.013253870713, 53.547761152366)",53.547761152366,10.013253870713
000000100035,000000010022,Lippeltstraße,3,Bus,"c(10.015931135508, 53.545528009851)",53.545528009851,10.015931135508
000000100036,000000010021,Nagelsweg,3,Bus,"c(10.022158140064, 53.54349811848)",53.54349811848,10.022158140064
000000100050,000000010024,U Steinstraße,3,Bus,"c(10.005872060091, 53.54885683098)",53.54885683098,10.005872060091
000000100076,000000010018,S Rothenburgsort,3,Bus,"c(10.04309120245, 53.539579296346)",53.539579296346,10.04309120245
000000100087,000000010004,U S Berliner Tor (Bürgerweide),3,Bus,"c(10.025575699627, 53.553191074029)",53.553191074029,10.025575699627
000000100101,000000010008,Beim Hammer Marktplatz,3,Bus,"c(10.054040852836, 53.557112680826)",53.557112680826,10.054040852836
000000100103,000000010009,U Hammer Kirche,3,Bus,"c(10.055793712817, 53.555389976381)",53.555389976381,10.055793712817
000000100108,000000010007,Saling,3,Bus,"c(10.048154875766, 53.558916600345)",53.558916600345,10.048154875766
000000100133,000000010011,HBF/Spitalerstraße,3,Bus,"c(10.005389191487, 53.55267070761)",53.55267070761,10.005389191487
000000100135,000000060015,U Wartenau,3,Bus,"c(10.034459723223, 53.564175567291)",53.564175567291,10.034459723223
000000100137,000000010049,U Lohmühlenstraße,3,Bus,"c(10.020179748122, 53.557199821255)",53.557199821255,10.020179748122
000000100138,000000010050,Böckmannstraße,3,Bus,"c(10.015174240057, 53.554870291232)",53.554870291232,10.015174240057
000000100141,000000010048,U Lübecker Straße,3,Bus,"c(10.02651864932, 53.559104370237)",53.559104370237,10.02651864932
000000100142,000000010051,HBF/Kirchenallee,3,Bus,"c(10.008548559151, 53.55291365184)",53.55291365184,10.008548559151
000000100143,000000010052,Gurlittstraße,3,Bus,"c(10.011128107974, 53.557312677653)",53.557312677653,10.011128107974
000000100144,000000010053,AK St.Georg,3,Bus,"c(10.014692518334, 53.559960122356)",53.559960122356,10.014692518334
000000100145,000000010054,Graumannsweg,3,Bus,"c(10.017589787286, 53.563089368943)",53.563089368943,10.017589787286
000000100152,000000010047,S Landwehr (Ramazan-Avci-Platz),3,Bus,"c(10.037095497186, 53.561484059246)",53.561484059246,10.037095497186
000000100154,000000010046,Carl-Petersen-Straße,3,Bus,"c(10.038745704436, 53.559232359942)",53.559232359942,10.038745704436
000000100155,000000010059,Alfredstraße,3,Bus,"c(10.033016749057, 53.557610720488)",53.557610720488,10.033016749057
000000100163,000000010044,Wendenstraße,3,Bus,"c(10.02849271231, 53.547792722044)",53.547792722044,10.02849271231
000000100164,000000010039,Süderstraße,3,Bus,"c(10.030453707903, 53.54529585006)",53.54529585006,10.030453707903
000000100166,000000010031,Billstraße,3,Bus,"c(10.033376186483, 53.54140687548)",53.54140687548,10.033376186483
000000100181,000000010040,Ausschläger Weg (Verkehrsamt),3,Bus,"c(10.038309120305, 53.547573061508)",53.547573061508,10.038309120305
000000100183,000000010032,Grüne Brücke,3,Bus,"c(10.040837340052, 53.543624430348)",53.543624430348,10.040837340052
000000100184,000000010033,Billstraße 133,3,Bus,"c(10.047555189028, 53.53892923792)",53.53892923792,10.047555189028
000000100185,000000010034,Billstraße 185,3,Bus,"c(10.053905915751, 53.53712123333)",53.53712123333,10.053905915751
000000100186,000000010035,Billstraße (Mitte),3,Bus,"c(10.057455718464, 53.536119443246)",53.536119443246,10.057455718464
000000100187,000000010036,Gustav-Kunst-Straße,3,Bus,"c(10.059603024133, 53.537547084016)",53.537547084016,10.059603024133
000000100188,000000061063,Langer Hagen,3,Bus,"c(10.065308661015, 53.535905927347)",53.535905927347,10.065308661015
000000100195,000000010041,Luisenweg,3,Bus,"c(10.046547376539, 53.548211056483)",53.548211056483,10.046547376539
000000100196,000000010042,Schadesweg,3,Bus,"c(10.052250654087, 53.547612866816)",53.547612866816,10.052250654087
000000100213,000000011033,Kunsthalle,3,Bus,"c(10.000645498317, 53.555621786844)",53.555621786844,10.000645498317
000000110002,000000011002,Gerhart-Hauptmann-Platz,3,Bus,"c(9.998720525967, 53.550776785426)",53.550776785426,9.998720525967
000000110009,000000011027,U Hallerstraße,3,Bus,"c(9.988654772111, 53.572685962316)",53.572685962316,9.988654772111
000000110011,000000011003,Rathausmarkt,3,Bus,"c(9.994564271354, 53.55047898428)",53.55047898428,9.994564271354
000000110034,000000011016,Museum am Rothenbaum,3,Bus,"c(9.988423539031, 53.567952585834)",53.567952585834,9.988423539031
000000110045,000000011005,Michaeliskirche,3,Bus,"c(9.978527505307, 53.549254566073)",53.549254566073,9.978527505307
000000110050,000000011019,Heinrich-Hertz-Turm,3,Bus,"c(9.97637627471, 53.564592228536)",53.564592228536,9.97637627471
000000110051,000000011007,Museum für Hamburgische Geschichte,3,Bus,"c(9.974029301799, 53.550477381705)",53.550477381705,9.974029301799
000000110053,000000011008,Handwerkskammer,3,Bus,"c(9.97672121258, 53.553366677529)",53.553366677529,9.97672121258
000000110055,000000011009,Johannes-Brahms-Platz,3,Bus,"c(9.978750776748, 53.555003385053)",53.555003385053,9.978750776748
000000110057,000000011010,Axel-Springer-Platz,3,Bus,"c(9.984849843811, 53.552527229776)",53.552527229776,9.984849843811
000000110062,000000011012,U Gänsemarkt,3,Bus,"c(9.988492261749, 53.55537248548)",53.55537248548,9.988492261749
000000110064,000000011013,U Stephansplatz,3,Bus,"c(9.989054498828, 53.558126348284)",53.558126348284,9.989054498828
000000110072,000000011034,Oberstraße,3,Bus,"c(9.988951478227, 53.577634441885)",53.577634441885,9.988951478227
000000110074,000000011014,Sievekingplatz,3,Bus,"c(9.977550291208, 53.55594768927)",53.55594768927,9.977550291208
000000110081,000000011029,U Hoheluftbrücke,3,Bus,"c(9.97604575038, 53.578414405129)",53.578414405129,9.97604575038
000000110100,000000011022,Bf. Dammtor,3,Bus,"c(9.990651854606, 53.560611056877)",53.560611056877,9.990651854606
000000110106,000000011023,Fontenay,3,Bus,"c(9.994523161296, 53.564802039235)",53.564802039235,9.994523161296
000000110110,000000011021,Universität/Staatsbibliothek,3,Bus,"c(9.984442467746, 53.564220567456)",53.564220567456,9.984442467746
000000110116,000000011035,Grindelhof,3,Bus,"c(9.980889684132, 53.567223931142)",53.567223931142,9.980889684132
000000110120,000000011028,Bezirksamt Eimsbüttel,3,Bus,"c(9.978532601563, 53.5723469341)",53.5723469341,9.978532601563
000000110133,000000011025,Alsterchaussee,3,Bus,"c(9.994015141496, 53.572740350153)",53.572740350153,9.994015141496
000000110135,000000011024,Böttgerstraße,3,Bus,"c(9.995527268456, 53.568351890799)",53.568351890799,9.995527268456
000000110177,000000011041,U Baumwall,3,Bus,"c(9.981310446832, 53.544334707282)",53.544334707282,9.981310446832
000000110187,000000011046,Bei St.Annen,3,Bus,"c(9.997223913956, 53.545523833833)",53.545523833833,9.997223913956
000000320026,000000032007,"Stapelfeld, Reinbeker Straße",3,Bus,"c(10.219249013864, 53.605186875058)",53.605186875058,10.219249013864
000000320028,000000032008,"Stapelfeld, Heinrich-Ruge-Straße",3,Bus,"c(10.211182936957, 53.605241878228)",53.605241878228,10.211182936957
000000320029,000000032009,"Stapelfeld, Am Schwartenreeten",3,Bus,"c(10.199839842812, 53.605347230022)",53.605347230022,10.199839842812
000000320136,000000032032,Gewerbepark Merkur (Süd),3,Bus,"c(10.188222398331, 53.60321684434)",53.60321684434,10.188222398331
000000360013,000000036008,"Garstedt, Kohfurth",3,Bus,"c(9.984040964031, 53.689137256347)",53.689137256347,9.984040964031
000000360014,000000036009,"Garstedt, Aurikelstieg",3,Bus,"c(9.989304346742, 53.690234989568)",53.690234989568,9.989304346742
000000360082,000000036029,"Garstedt, ARRIBA-Bad",3,Bus,"c(9.997177091721, 53.688354652525)",53.688354652525,9.997177091721
000000360083,000000036030,"Garstedt, Breslauer Straße",3,Bus,"c(9.998079868455, 53.684285815269)",53.684285815269,9.998079868455
000000360296,000000036010,"Garstedt, Marommer Straße (Ost)",3,Bus,"c(9.995883303131, 53.691258657894)",53.691258657894,9.995883303131
000000400001,000000044007,Harmsstraße,3,Bus,"c(9.976186822252, 53.454764663911)",53.454764663911,9.976186822252
000000400002,000000042013,Eißendorfer Straße (TU Hamburg),3,Bus,"c(9.970445079683, 53.459115535885)",53.459115535885,9.970445079683
000000400003,000000042019,Kasernenstraße (TU Hamburg),3,Bus,"c(9.969649855654, 53.46385736152)",53.46385736152,9.969649855654
000000400004,000000042028,Berkefeldweg,3,Bus,"c(9.952696947776, 53.470652077987)",53.470652077987,9.952696947776
000000400005,000000040013,S Harburg Rathaus (Hölertwiete),3,Bus,"c(9.982000224301, 53.461393236496)",53.461393236496,9.982000224301
000000400007,000000040001,Knoopstraße/Bremer Straße,3,Bus,"c(9.979573164026, 53.457342731135)",53.457342731135,9.979573164026
000000400009,000000040002,Moorstraße,3,Bus,"c(9.986458321332, 53.456908651534)",53.456908651534,9.986458321332
000000400013,000000040000,Schellerdamm,3,Bus,"c(9.986848446098, 53.465935880722)",53.465935880722,9.986848446098
000000400015,000000040004,S Harburg Rathaus,3,Bus,"c(9.981679034705, 53.460524282013)",53.460524282013,9.981679034705
000000400018,000000040014,S Harburg Rathaus (Eißendorfer Straße),3,Bus,"c(9.976960315561, 53.460257477444)",53.460257477444,9.976960315561
000000400023,000000040006,Seehafenbrücke (Amtsgericht),3,Bus,"c(9.980556798245, 53.46409176914)",53.46409176914,9.980556798245
000000400024,000000040007,Unterelbestraße,3,Bus,"c(9.972079351159, 53.466721955545)",53.466721955545,9.972079351159
000000400025,000000040008,Grumbrechtstraße,3,Bus,"c(9.967937176485, 53.467995603955)",53.467995603955,9.967937176485
000000400026,000000040009,Moorburger Straße,3,Bus,"c(9.96268687646, 53.46955659682)",53.46955659682,9.96268687646
000000400034,000000040011,Neuländer Straße,3,Bus,"c(9.991281592118, 53.4661956826)",53.4661956826,9.991281592118
000000400037,000000040012,Süderelbe (Süd),3,Bus,"c(9.993964143791, 53.470153968716)",53.470153968716,9.993964143791
000000400045,000000040003,Harburger Ring,3,Bus,"c(9.98460655539, 53.458208867377)",53.458208867377,9.98460655539
000000410007,000000041010,"Neu Wulmstorf, Hauptstraße",3,Bus,"c(9.798415669814, 53.463696513174)",53.463696513174,9.798415669814
000000410010,000000041011,Cuxhavener Straße (West),3,Bus,"c(9.809145184543, 53.467326259856)",53.467326259856,9.809145184543
000000410013,000000041012,An de Geest,3,Bus,"c(9.819344992012, 53.46994333324)",53.46994333324,9.819344992012
000000410015,000000041013,Neckersstücken,3,Bus,"c(9.819899205893, 53.471350235362)",53.471350235362,9.819899205893
000000410016,000000041014,Ohrnsweg,3,Bus,"c(9.822207585087, 53.47390418374)",53.47390418374,9.822207585087
000000410018,000000041015,Fischbeker Heuweg,3,Bus,"c(9.826685391432, 53.471051852704)",53.471051852704,9.826685391432
